C1;C2;Num;Libellé;Sens;Affectation;Cycle;NEF;Etat;Rubrique;Catégorie;Sous Catégorie;ETAT / LF;Code Rubrique;
4;43;432;Etat, impôts et taxes retenus à la source;432D;B.1.2.5.;I;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010053;etat et collectivites publiques
4;43;432;Etat, impôts et taxes retenus à la source;432C;B.3.2.5.;I;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020041;Etat et collectivités publiques
4;43;433;Opérations particulières avec l'Etat, les collectivités publiques, les organismes internationaux;433D;B.1.2.5.;I;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010053;etat et collectivites publiques
4;43;433;Opérations particulières avec l'Etat, les collectivités publiques, les organismes internationaux;433C;B.3.2.5.;I;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020041;Etat et collectivités publiques
4;43;434;Etat - impôts sur les bénéfices;434D;B.1.2.5.;I;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010053;etat et collectivites publiques
4;43;434;Etat - impôts sur les bénéfices;434C;B.3.2.5.;I;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020041;Etat et collectivités publiques
4;43;435;Obligations cautionnées;435D;B.1.2.5.;I;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010053;etat et collectivites publiques
4;43;435;Obligations cautionnées;435C;B.3.2.5.;I;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020041;Etat et collectivités publiques
4;43;436;Etat - taxes sur le chiffre d'affaires;436D;B.1.2.5.;I;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010053;etat et collectivites publiques
4;43;436;Etat - taxes sur le chiffre d'affaires;436C;B.3.2.5.;I;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020041;Etat et collectivités publiques
4;43;437;Autres impôts, taxes et versements assimilés;437D;B.1.2.5.;I;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010053;etat et collectivites publiques
4;43;437;Autres impôts, taxes et versements assimilés;437C;B.3.2.5.;I;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020041;Etat et collectivités publiques
4;43;438;Etat - charges à payer et produits à recevoir;438D;B.1.2.5.;I;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010053;etat et collectivites publiques
4;43;438;Etat - charges à payer et produits à recevoir;438C;B.3.2.5.;I;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020041;Etat et collectivités publiques
4;43;439;RECEVEUR DE FINANCE;439C;B.3.2.5.;I;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020041;Etat et collectivités publiques
4;44;441;Groupe;441D;B.1.2.5.;O;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010054;Societes du groupe  et  associes
4;44;441;Groupe;441C;B.3.2.5.;O;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020042;Sociétés du groupe  et  associés
4;44;442;Associés - comptes courants;442D;B.1.2.5.;O;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010054;Societes du groupe  et  associes
4;44;442;Associés - comptes courants;442C;B.3.2.5.;O;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020042;Sociétés du groupe  et  associés
4;44;446;Associés - opérations sur le capital;446D;B.1.2.5.;O;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;44;446;Associés - opérations sur le capital;446C;B.3.2.5.;O;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;44;447;Associés - dividendes à payer;447D;B.1.2.5.;O;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;44;447;Associés - dividendes à payer;447C;B.3.2.5.;O;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;44;448;Associés - opérations faites en commun;448D;B.1.2.5.;O;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;44;448;Associés - opérations faites en commun;448C;B.3.2.5.;O;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;45;451;KARAMA;451C;B.3.2.5.;H;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;45;452;Créances sur cessions d'immobilisations;452D;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010055;Debiteurs divers et Crediteurs divers
4;45;452;Créances sur cessions d'immobilisations;452C;B.3.2.5.;P;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;45;453;Sécurité sociale et autres organismes sociaux;453D;B.1.2.5.;H;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6002;F60020040;Personnel & Comptes rattachés
4;45;453;Sécurité sociale et autres organismes sociaux;453C;B.3.2.5.;H;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020040;Personnel & Comptes rattachés
4;45;454;Dettes sur acquisitions de valeurs mobilières de placement;454D;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6002;F60020048;Emprunts et autres dettes financiéres courants
4;45;454;Dettes sur acquisitions de valeurs mobilières de placement;454C;B.3.2.5.;P;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020048;Emprunts et autres dettes financiéres courants
4;45;455;Créances sur cessions de valeurs mobilières de placement;455D;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010055;Debiteurs divers et Crediteurs divers
4;45;455;Créances sur cessions de valeurs mobilières de placement;455C;B.3.2.5.;P;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;45;456;ASSOCIÉS - OPÉRATIONS /CAPITAL;456D;B.1.2.5.;O;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;45;456;ASSOCIÉS - OPÉRATIONS /CAPITAL;456C;B.3.2.5.;O;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;45;457;Autres comptes débiteurs ou créditeurs;457D;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010055;Debiteurs divers et Crediteurs divers
4;45;457;Autres comptes débiteurs ou créditeurs;457C;B.3.2.5.;P;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020043;Débiteurs divers et Créditeurs divers
4;45;458;Diverses charges à payer et produits à recevoir;458D;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010057;Comptes de regularisation
4;45;458;Diverses charges à payer et produits à recevoir;458C;B.3.2.5.;P;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020045;Comptes de régularisation
4;46;461;Compte d'attente;461D;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010056;Comptes transitoires ou d'attente
4;46;461;Compte d'attente;461C;B.3.2.5.;P;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020044;Comptes transitoires ou d'attente
4;46;465;Différence de conversion sur éléments courants;465D;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010035;ecarts de conversion
4;46;465;Différence de conversion sur éléments courants;465C;B.3.2.5.;P;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020045;Comptes de régularisation
4;46;468;Autres comptes transitoires;468D;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010056;Comptes transitoires ou d'attente
4;46;468;Autres comptes transitoires;468C;B.3.2.5.;P;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020045;Comptes de régularisation
4;47;471;Charges constatées d'avance;471D;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010057;Comptes de regularisation
4;47;471;Charges constatées d'avance;471C;B.3.2.5.;P;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020045;Comptes de régularisation
4;47;472;Produits constatés d'avance;472D;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010057;Comptes de regularisation
4;47;472;Produits constatés d'avance;472C;B.3.2.5.;P;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020045;Comptes de régularisation
4;47;478;Comptes de répartition périodique de charges et produits;478D;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010057;Comptes de regularisation
4;47;478;Comptes de répartition périodique de charges et produits;478C;B.3.2.5.;P;P.05;Bilan;3. Passifs;3.2. Passifs courants;3.2.5. Autres passifs courants;F6002;F60020045;Comptes de régularisation
4;48;480;Provisions courantes pour risques et charges;495C;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6002;F60020046;Provisions courantes pour risques et charges
4;49;491;Provisions pour dépréciation des comptes clients;491D;B.1.2.4.;G;A.11;Bilan;1. Actifs;1.2. Actifs courants;1.2.4. Moins : provisions;F6001;F60010058;Prov. / deprec. comptes debiteurs divers
4;49;491;Provisions pour dépréciation des comptes clients;491C;B.1.2.4.;G;A.11;Bilan;1. Actifs;1.2. Actifs courants;1.2.4. Moins : provisions;F6001;F60010058;Prov. / deprec. comptes debiteurs divers
4;49;494;Provisions pour dépréciation des comptes de groupe et associés;494D;B.1.2.5.;O;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010058;Prov. / deprec. comptes debiteurs divers
4;49;494;Provisions pour dépréciation des comptes de groupe et associés;494C;B.1.2.5.;O;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010058;Prov. / deprec. comptes debiteurs divers
4;49;495;Provisions pour dépréciation des comptes de débiteurs divers;495D;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6001;F60010058;Prov. / deprec. comptes debiteurs divers
4;49;495;Provisions pour dépréciation des comptes de débiteurs divers;495C;B.1.2.5.;P;A.12;Bilan;1. Actifs;1.2. Actifs courants;1.2.5. Autres actifs courants;F6002;F60020046;Provisions courantes pour risques et charges
5;50;501;Emprunts courants liés au cycle d'exploitation;501C;B.3.2.6.;M;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;50;505;Échéances à moins d'un an sur emprunts non courants;505C;B.3.2.6.;M;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;50;506;Concours bancaires courants;506C;B.3.2.6.;M;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;50;507;Emprunts échus et impayés;507C;B.3.2.6.;M;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020049;Emprunts échus et impayés
5;50;508;Intérêts courus (à subdiviser selon la même ventilation que le compte 50);508C;B.3.2.6.;M;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020050;Intéréts courus
5;51;511;Prêts courants liés au cycle d'exploitation;511D;B.1.2.6.;J;A.13;Bilan;1. Actifs;1.2. Actifs courants;1.2.6. Placements et autres actifs financiers;F6001;F60010060;Prets et autres creances Fin. courants
5;51;511;Prêts courants liés au cycle d'exploitation;511C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;51;516;Échéances à moins d'un an sur prêts non courants;516D;B.1.2.6.;M;A.13;Bilan;1. Actifs;1.2. Actifs courants;1.2.6. Placements et autres actifs financiers;F6001;F60010060;Prets et autres creances Fin. courants
5;51;516;Échéances à moins d'un an sur prêts non courants;516C;B.3.2.6.;M;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;51;517;Échéances à moins d'un an sur autres créances financières;517D;B.1.2.6.;M;A.13;Bilan;1. Actifs;1.2. Actifs courants;1.2.6. Placements et autres actifs financiers;F6001;F60010060;Prets et autres creances Fin. courants
5;51;517;Échéances à moins d'un an sur autres créances financières;517C;B.3.2.6.;M;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;51;518;Intérêts courus;518D;B.1.2.6.;M;A.13;Bilan;1. Actifs;1.2. Actifs courants;1.2.6. Placements et autres actifs financiers;F6002;F60020050;Intéréts courus
5;51;518;Intérêts courus;518C;B.3.2.6.;M;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;52;523;Actions;523D;B.1.2.6.;J;A.13;Bilan;1. Actifs;1.2. Actifs courants;1.2.6. Placements et autres actifs financiers;F6001;F60010061;Placements courants
5;52;523;Actions;523C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;52;524;Autres titres conférant un droit de propriété;524D;B.1.2.6.;J;A.13;Bilan;1. Actifs;1.2. Actifs courants;1.2.6. Placements et autres actifs financiers;F6001;F60010061;Placements courants
5;52;524;Autres titres conférant un droit de propriété;524C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;52;525;Obligations et bons émis par la société et rachetés par elle;525D;B.1.2.6.;J;A.13;Bilan;1. Actifs;1.2. Actifs courants;1.2.6. Placements et autres actifs financiers;F6001;F60010061;Placements courants
5;52;525;Obligations et bons émis par la société et rachetés par elle;525C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;52;526;Obligations;526D;B.1.2.6.;J;A.13;Bilan;1. Actifs;1.2. Actifs courants;1.2.6. Placements et autres actifs financiers;F6001;F60010061;Placements courants
5;52;526;Obligations;526C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;52;527;Bons du trésor et bons de caisse à court terme;527D;B.1.2.6.;J;A.13;Bilan;1. Actifs;1.2. Actifs courants;1.2.6. Placements et autres actifs financiers;F6001;F60010061;Placements courants
5;52;527;Bons du trésor et bons de caisse à court terme;527C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;52;528;Autres placements courants et créances assimilées;528D;B.1.2.6.;J;A.13;Bilan;1. Actifs;1.2. Actifs courants;1.2.6. Placements et autres actifs financiers;F6001;F60010061;Placements courants
5;52;528;Autres placements courants et créances assimilées;528C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;52;529;Versements restant à effectuer sur valeurs mobilières de placement non libérées;529D;B.1.2.6.;J;A.13;Bilan;1. Actifs;1.2. Actifs courants;1.2.6. Placements et autres actifs financiers;F6001;F60010061;Placements courants
5;52;529;Versements restant à effectuer sur valeurs mobilières de placement non libérées;529C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020048;Emprunts et autres dettes financiéres courants
5;53;530;CHQS EMIS EN CIRCULATION;530C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020051;Banques, établissements financiers et assimilés
5;53;531;Valeurs à l'encaissement;531D;B.1.2.7.;J;A.14;Bilan;1. Actifs;1.2. Actifs courants;1.2.7. Liquidités et équivalents de liquidités;F6001;F60010062;Regies d'avances et accreditifs
5;53;531;Valeurs à l'encaissement;531C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020051;Banques, établissements financiers et assimilés
5;53;532;Banques;532D;B.1.2.7.;J;A.14;Bilan;1. Actifs;1.2. Actifs courants;1.2.7. Liquidités et équivalents de liquidités;F6001;F60010065;Banques, etabl. Financiers et assimiles
5;53;532;Banques;532C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020051;Banques, établissements financiers et assimilés
5;53;534;C.C.P.;534D;B.1.2.7.;J;A.14;Bilan;1. Actifs;1.2. Actifs courants;1.2.7. Liquidités et équivalents de liquidités;F6001;F60010065;Banques, etabl. Financiers et assimiles
5;53;534;C.C.P.;534C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020051;Banques, établissements financiers et assimilés
5;53;535;Comptes au trésor;535D;B.1.2.7.;J;A.14;Bilan;1. Actifs;1.2. Actifs courants;1.2.7. Liquidités et équivalents de liquidités;F6001;F60010065;Banques, etabl. Financiers et assimiles
5;53;535;Comptes au trésor;535C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020051;Banques, établissements financiers et assimilés
5;53;537;Autres organismes financiers;537D;B.1.2.7.;J;A.14;Bilan;1. Actifs;1.2. Actifs courants;1.2.7. Liquidités et équivalents de liquidités;F6001;F60010065;Banques, etabl. Financiers et assimiles
5;53;537;Autres organismes financiers;537C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020051;Banques, établissements financiers et assimilés
5;54;540;CAISSE PRINCIPALE;540D;B.1.2.7.;J;A.14;Bilan;1. Actifs;1.2. Actifs courants;1.2.7. Liquidités et équivalents de liquidités;F6001;F60010066;Caisse
5;54;541;Caisse siège social;541D;B.1.2.7.;J;A.14;Bilan;1. Actifs;1.2. Actifs courants;1.2.7. Liquidités et équivalents de liquidités;F6001;F60010066;Caisse
5;54;542;Caisses succursales;542D;B.1.2.7.;J;A.14;Bilan;1. Actifs;1.2. Actifs courants;1.2.7. Liquidités et équivalents de liquidités;F6001;F60010066;Caisse
5;54;542;Caisses succursales;542C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020051;Banques, établissements financiers et assimilés
5;58;580;Virements internes;580D;B.1.2.7.;J;A.14;Bilan;1. Actifs;1.2. Actifs courants;1.2.7. Liquidités et équivalents de liquidités;F6001;F60010065;Banques, etabl. Financiers et assimiles
5;58;580;Virements internes;580C;B.3.2.6.;J;P.06;Bilan;3. Passifs;3.2. Passifs courants;3.2.6. Concours bancaires et autres passifs financiers;F6002;F60020051;Banques, établissements financiers et assimilés
5;59;591;Provisions pour dépréciation des comptes financiers;591D;B.1.2.7.;J;A.14;Bilan;1. Actifs;1.2. Actifs courants;1.2.7. Liquidités et équivalents de liquidités;F6001;F60010063;Prov. / deprec. des comptes financiers
5;59;591;Provisions pour dépréciation des comptes financiers;591C;B.1.2.7.;J;A.14;Bilan;1. Actifs;1.2. Actifs courants;1.2.7. Liquidités et équivalents de liquidités;F6001;F60010063;Prov. / deprec. des comptes financiers
5;59;592;Provisions pour dépréciation des comptes financiers;592D;B.1.2.7.;J;A.14;Bilan;1. Actifs;1.2. Actifs courants;1.2.7. Liquidités et équivalents de liquidités;F6001;F60010063;Prov. / deprec. des comptes financiers
5;59;592;Provisions pour dépréciation des comptes financiers;592C;B.1.2.7.;J;A.14;Bilan;1. Actifs;1.2. Actifs courants;1.2.7. Liquidités et équivalents de liquidités;F6001;F60010063;Prov. / deprec. des comptes financiers
6;60;601;Achats stockés - Matières premières et fournitures liées;601D;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030030;Achats stockés-Mat.Premiéres et Fournit. liées
6;60;601;Achats stockés - Matières premières et fournitures liées;601C;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030030;Achats stockés-Mat.Premiéres et Fournit. liées
6;60;602;Achats stockés - Autres approvisionnements;602D;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030031;Achats stockés - Autres approvisionnements
6;60;602;Achats stockés - Autres approvisionnements;602C;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030031;Achats stockés - Autres approvisionnements
6;60;603;Variation des stocks de matières premières et fournitures;603D;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030034;Var.de stocks Mat.Premiéres et Fournitures
6;60;603;Variation des stocks de matières premières et fournitures;603C;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030034;Var.de stocks Mat.Premiéres et Fournitures
6;60;604;Achats d’études et de prestations de services (y compris achat de sous-traitance de production);604D;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030054;Achats déétudes et prestations services (y compris achat de sous-traitance production)
6;60;604;Achats d’études et de prestations de services (y compris achat de sous-traitance de production);604C;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030054;Achats déétudes et prestations services (y compris achat de sous-traitance production)
6;60;605;Achats de matériel, équipements et travaux;605D;R.1.2.3.;N;R.06;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.3. Achats d'approvisionnements consommés;F6003;F60030055;Achats de matériel, équipements et travaux
6;60;605;Achats de matériel, équipements et travaux;605C;R.1.2.3.;N;R.06;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.3. Achats d'approvisionnements consommés;F6003;F60030055;Achats de matériel, équipements et travaux
6;60;606;Achats non stockés de matières et fournitures;606D;R.1.2.3.;N;R.06;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.3. Achats d'approvisionnements consommés;F6003;F60030056;Achats non stockés non rattachés
6;60;606;Achats non stockés de matières et fournitures;606C;R.1.2.3.;N;R.06;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.3. Achats d'approvisionnements consommés;F6003;F60030056;Achats non stockés non rattachés
6;60;607;Achats de marchandises;607D;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030026;Achats de marchandises
6;60;607;Achats de marchandises;607C;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030026;Achats de marchandises
6;60;608;Achats liés à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée;608D;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030059;Charges diverses ordinaires
6;60;608;Achats liés à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée;608C;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030059;Charges diverses ordinaires
6;60;609;Rabais, remises et ristournes obtenus sur achats;609D;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030027;Rabais, Remises et Ristournes (3R) obtenus sur achats marchandises
6;60;609;Rabais, remises et ristournes obtenus sur achats;609C;R.1.2.2.;N;R.05;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.2. Achats de marchandises consommés;F6003;F60030027;Rabais, Remises et Ristournes (3R) obtenus sur achats marchandises
6;61;610;SERVICES EXTERIEURS AUTRES;610D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030058;Autres services extérieurs
6;61;610;SERVICES EXTERIEURS AUTRES;610C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030058;Autres services extérieurs
6;61;611;Sous-traitance générale;611D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;61;611;Sous-traitance générale;611C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;61;612;Redevances pour utilisation d'immobilisations concédées;612D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
